"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","TD","Sl_no"
"12763",48,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",12763
"39339",27,"admin.","single","unknown","no","no","no","cellular","mar","tue",1,3,1,"success",-1.8,93.369,-34.8,0.637,5008.7,"yes",39339
"40638",66,"retired","married","unknown","no","no","no","cellular","sep","tue",1,999,1,"failure",-1.1,94.199,-37.5,0.881,4963.6,"no",40638
"28083",33,"services","divorced","high.school","no","yes","yes","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.479,5099.1,"no",28083
"12134",53,"technician","married","basic.9y","no","no","no","telephone","jun","mon",6,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"yes",12134
"35665",43,"technician","married","professional.course","no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"yes",35665
"41123",34,"technician","married","unknown","no","no","no","cellular","nov","tue",3,999,0,"nonexistent",-1.1,94.767,-50.8,1.046,4963.6,"yes",41123
"35287",32,"blue-collar","married","basic.9y","no","no","no","cellular","may","fri",8,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no",35287
"8044",44,"blue-collar","divorced","unknown","no","no","yes","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",8044
"15993",28,"admin.","single","high.school","no","no","no","cellular","jul","tue",14,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",15993
"12788",38,"admin.","married","high.school","unknown","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",12788
"22426",59,"admin.","married","professional.course","no","yes","yes","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",22426
"25260",45,"unemployed","single","professional.course","no","no","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no",25260
"12606",50,"technician","married","professional.course","no","no","no","cellular","jul","mon",5,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes",12606
"7127",34,"services","married","high.school","unknown","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",7127
"36895",32,"technician","married","high.school","no","yes","no","telephone","jun","fri",5,999,1,"failure",-2.9,92.963,-40.8,1.224,5076.2,"yes",36895
"4981",34,"services","married","basic.9y","no","yes","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",4981
"40084",46,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",3,999,0,"nonexistent",-1.7,94.215,-40.3,0.822,4991.6,"yes",40084
"3571",31,"blue-collar","married","basic.6y","unknown","unknown","unknown","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"yes",3571
"38025",27,"admin.","single","university.degree","no","yes","yes","cellular","sep","wed",1,999,0,"nonexistent",-3.4,92.379,-29.8,0.781,5017.5,"yes",38025
"9371",51,"admin.","married","basic.9y","unknown","yes","no","telephone","jun","fri",7,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",9371
"37018",25,"student","single","unknown","unknown","yes","no","cellular","jul","tue",1,999,0,"nonexistent",-2.9,92.469,-33.6,1.044,5076.2,"yes",37018
"27765",38,"technician","married","professional.course","no","yes","no","cellular","mar","fri",2,10,1,"success",-1.8,92.843,-50,1.726,5099.1,"yes",27765
"18859",47,"services","married","high.school","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no",18859
"23630",38,"admin.","married","university.degree","no","no","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"yes",23630
"29912",45,"blue-collar","divorced","basic.4y","no","no","no","telephone","apr","mon",4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",29912
"28348",46,"technician","married","basic.6y","unknown","yes","no","cellular","apr","wed",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"yes",28348
"29032",37,"admin.","divorced","high.school","no","yes","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes",29032
"23143",33,"admin.","divorced","university.degree","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",23143
"15676",27,"blue-collar","single","basic.9y","no","no","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no",15676
"37009",23,"student","single","high.school","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",-2.9,92.469,-33.6,1.048,5076.2,"yes",37009
"31271",32,"admin.","married","high.school","no","yes","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no",31271
"39107",53,"admin.","married","university.degree","no","yes","yes","telephone","dec","mon",1,6,2,"success",-3,92.713,-33,0.706,5023.5,"yes",39107
"15455",25,"entrepreneur","single","basic.9y","no","no","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",15455
"32319",39,"blue-collar","married","high.school","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",32319
"27638",33,"admin.","single","professional.course","no","yes","no","telephone","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",27638
"15783",39,"admin.","married","university.degree","no","no","no","telephone","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes",15783
"39231",34,"admin.","single","university.degree","no","yes","yes","cellular","mar","tue",1,999,0,"nonexistent",-1.8,93.369,-34.8,0.652,5008.7,"yes",39231
"34811",34,"admin.","single","university.degree","no","yes","yes","cellular","may","thu",7,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",34811
"30271",30,"admin.","married","university.degree","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",30271
"8611",32,"housemaid","married","university.degree","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no",8611
"8919",31,"services","married","high.school","unknown","no","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no",8919
"11586",57,"blue-collar","married","basic.4y","no","no","no","telephone","jun","fri",4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",11586
"15664",27,"admin.","single","high.school","unknown","no","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes",15664
"37346",30,"admin.","married","university.degree","no","no","no","cellular","aug","tue",3,6,1,"success",-2.9,92.201,-31.4,0.883,5076.2,"yes",37346
"3100",48,"technician","married","university.degree","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",3100
"17362",49,"admin.","married","high.school","no","yes","no","cellular","jul","mon",11,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",17362
"28270",27,"admin.","single","university.degree","no","yes","yes","cellular","apr","wed",1,999,1,"failure",-1.8,93.075,-47.1,1.445,5099.1,"no",28270
"23159",57,"retired","married","basic.9y","no","yes","yes","cellular","aug","tue",4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",23159
"28531",70,"retired","married","basic.4y","no","yes","no","cellular","apr","wed",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"yes",28531
"27289",42,"admin.","married","university.degree","no","no","yes","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes",27289
"8003",42,"services","married","high.school","no","no","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",8003
"38743",25,"technician","single","university.degree","no","no","yes","cellular","nov","wed",4,999,0,"nonexistent",-3.4,92.649,-30.1,0.715,5017.5,"no",38743
"38651",54,"admin.","married","university.degree","no","yes","yes","cellular","nov","tue",1,999,0,"nonexistent",-3.4,92.649,-30.1,0.72,5017.5,"yes",38651
"38957",31,"blue-collar","married","basic.6y","no","yes","no","cellular","nov","mon",1,999,2,"failure",-3.4,92.649,-30.1,0.719,5017.5,"no",38957
"27919",28,"admin.","single","high.school","no","yes","no","cellular","mar","fri",1,999,0,"nonexistent",-1.8,92.843,-50,1.531,5099.1,"yes",27919
"28471",34,"unemployed","single","university.degree","no","yes","no","cellular","apr","tue",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes",28471
"24039",29,"technician","single","professional.course","no","yes","no","telephone","oct","mon",1,999,0,"nonexistent",-0.1,93.798,-40.4,4.912,5195.8,"yes",24039
"6681",39,"housemaid","married","university.degree","no","yes","no","telephone","may","wed",7,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",6681
"13016",32,"blue-collar","single","basic.4y","no","yes","no","cellular","jul","tue",12,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",13016
"13597",42,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",13597
"1224",30,"housemaid","married","high.school","unknown","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",1224
"30875",34,"services","married","high.school","unknown","no","no","cellular","may","tue",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no",30875
"1446",46,"entrepreneur","married","basic.4y","no","no","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",1446
"752",36,"blue-collar","married","basic.4y","no","yes","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",752
"39083",23,"student","single","basic.9y","no","yes","no","cellular","dec","tue",2,999,0,"nonexistent",-3,92.713,-33,0.708,5023.5,"yes",39083
"19606",45,"self-employed","married","basic.4y","no","yes","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"yes",19606
"10197",39,"unemployed","single","basic.6y","no","no","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no",10197
"40658",44,"management","married","university.degree","no","no","yes","cellular","sep","wed",1,999,2,"failure",-1.1,94.199,-37.5,0.88,4963.6,"no",40658
"14834",29,"blue-collar","single","basic.9y","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",14834
"39663",70,"retired","married","basic.4y","no","yes","no","cellular","may","thu",1,3,2,"success",-1.8,93.876,-40,0.683,5008.7,"yes",39663
"2316",38,"management","married","basic.9y","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"yes",2316
"31814",27,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",31814
"13288",52,"services","married","high.school","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",13288
"9315",37,"housemaid","married","university.degree","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",9315
"41064",48,"admin.","married","university.degree","no","yes","no","cellular","nov","mon",1,6,3,"success",-1.1,94.767,-50.8,1.05,4963.6,"yes",41064
"1079",44,"entrepreneur","married","basic.4y","unknown","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"yes",1079
"12625",32,"admin.","single","university.degree","no","no","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no",12625
"38510",68,"retired","divorced","professional.course","no","yes","no","cellular","oct","tue",2,999,0,"nonexistent",-3.4,92.431,-26.9,0.728,5017.5,"yes",38510
"38079",21,"student","single","basic.9y","no","unknown","unknown","cellular","sep","tue",1,999,0,"nonexistent",-3.4,92.379,-29.8,0.77,5017.5,"yes",38079
"5520",44,"admin.","single","university.degree","no","yes","no","telephone","may","mon",7,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",5520
"3162",33,"services","divorced","high.school","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",3162
"35491",32,"blue-collar","married","professional.course","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no",35491
"23926",33,"unemployed","married","university.degree","no","yes","no","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",23926
"13571",54,"retired","married","high.school","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",13571
"20125",38,"technician","divorced","high.school","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",20125
"28720",43,"management","married","unknown","unknown","no","no","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no",28720
"39146",53,"technician","married","high.school","no","yes","no","cellular","mar","tue",2,999,0,"nonexistent",-1.8,93.369,-34.8,0.655,5008.7,"yes",39146
"25122",36,"services","divorced","high.school","no","no","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no",25122
"36996",29,"technician","single","university.degree","no","yes","no","cellular","jul","fri",1,999,0,"nonexistent",-2.9,92.469,-33.6,1.059,5076.2,"no",36996
"14583",26,"admin.","married","basic.9y","no","no","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes",14583
"32165",38,"admin.","married","high.school","no","no","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",32165
"30283",24,"student","single","high.school","no","no","yes","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",30283
"15859",25,"blue-collar","married","basic.9y","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no",15859
"17828",26,"admin.","single","university.degree","no","yes","yes","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",17828
"39715",34,"admin.","married","university.degree","no","yes","no","cellular","may","fri",3,8,3,"failure",-1.8,93.876,-40,0.695,5008.7,"yes",39715
"14620",32,"technician","single","professional.course","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",14620
"37731",51,"management","married","high.school","no","yes","yes","cellular","aug","fri",4,999,0,"nonexistent",-2.9,92.201,-31.4,0.849,5076.2,"yes",37731
"14593",32,"services","single","unknown","unknown","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes",14593
"17036",37,"admin.","married","basic.6y","no","yes","yes","cellular","jul","thu",6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",17036
"10486",52,"management","divorced","high.school","no","no","no","telephone","jun","tue",4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",10486
"19872",39,"management","married","university.degree","no","no","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no",19872
"38867",66,"retired","married","basic.4y","no","yes","no","cellular","nov","mon",1,7,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"yes",38867
"40706",31,"blue-collar","single","basic.9y","no","yes","no","telephone","sep","mon",1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no",40706
"39977",56,"retired","married","high.school","no","no","no","cellular","jun","tue",1,3,1,"success",-1.7,94.055,-39.8,0.761,4991.6,"yes",39977
"36761",38,"technician","married","professional.course","no","yes","no","cellular","jun","tue",4,3,1,"success",-2.9,92.963,-40.8,1.286,5076.2,"yes",36761
"30186",40,"admin.","married","university.degree","no","no","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",30186
"19228",39,"technician","single","university.degree","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no",19228
"7558",33,"technician","single","professional.course","unknown","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no",7558
"11259",35,"admin.","divorced","university.degree","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",11259
"30220",38,"self-employed","married","professional.course","no","yes","no","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",30220
"29736",24,"admin.","single","professional.course","no","yes","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes",29736
"1900",33,"admin.","married","high.school","unknown","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",1900
"37711",35,"blue-collar","divorced","high.school","no","no","no","cellular","aug","thu",1,3,1,"success",-2.9,92.201,-31.4,0.851,5076.2,"yes",37711
"16693",32,"blue-collar","married","basic.6y","no","yes","no","telephone","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",16693
"29597",57,"entrepreneur","single","university.degree","no","yes","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes",29597
"37926",60,"retired","married","professional.course","no","yes","no","cellular","sep","thu",1,3,1,"success",-3.4,92.379,-29.8,0.809,5017.5,"yes",37926
"36825",24,"student","single","unknown","no","yes","no","cellular","jun","mon",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes",36825
"37155",32,"services","single","high.school","no","yes","yes","cellular","aug","wed",1,4,2,"success",-2.9,92.201,-31.4,0.884,5076.2,"yes",37155
"35659",39,"technician","single","university.degree","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes",35659
"808",56,"entrepreneur","married","university.degree","unknown","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",808
"37157",39,"blue-collar","married","basic.9y","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,"yes",37157
"15823",32,"services","married","university.degree","no","no","no","telephone","jul","mon",10,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes",15823
"29554",32,"admin.","married","high.school","no","yes","yes","telephone","apr","mon",1,999,2,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no",29554
"22019",45,"blue-collar","married","basic.4y","unknown","yes","no","cellular","aug","wed",6,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",22019
"20174",36,"admin.","married","university.degree","no","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",20174
"13704",26,"blue-collar","married","basic.9y","unknown","no","no","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",13704
"14634",34,"technician","divorced","basic.6y","no","yes","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes",14634
"16192",52,"retired","divorced","professional.course","no","no","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",16192
"31720",39,"admin.","married","basic.9y","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",31720
"39527",39,"management","married","university.degree","no","no","no","telephone","apr","tue",1,999,2,"failure",-1.8,93.749,-34.6,0.646,5008.7,"yes",39527
"34584",34,"entrepreneur","single","university.degree","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",34584
"40740",33,"technician","married","university.degree","no","yes","no","cellular","sep","wed",1,999,1,"failure",-1.1,94.199,-37.5,0.876,4963.6,"no",40740
"15475",57,"retired","divorced","basic.4y","unknown","no","no","cellular","jul","fri",4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes",15475
"40567",24,"student","single","unknown","no","yes","yes","telephone","sep","wed",1,10,1,"success",-1.1,94.199,-37.5,0.886,4963.6,"no",40567
"40944",35,"admin.","married","university.degree","no","no","no","cellular","oct","wed",1,3,2,"success",-1.1,94.601,-49.5,0.985,4963.6,"yes",40944
"36178",26,"student","single","high.school","no","yes","no","cellular","may","wed",3,999,1,"failure",-1.8,92.893,-46.2,1.27,5099.1,"yes",36178
"8241",40,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jun","tue",3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no",8241
"36808",30,"admin.","married","university.degree","no","yes","no","cellular","jun","mon",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes",36808
"38428",35,"unemployed","married","university.degree","no","no","no","cellular","oct","thu",5,999,0,"nonexistent",-3.4,92.431,-26.9,0.733,5017.5,"yes",38428
"36601",24,"admin.","single","high.school","no","no","no","cellular","jun","thu",2,999,1,"failure",-2.9,92.963,-40.8,1.26,5076.2,"yes",36601
"10027",37,"admin.","single","university.degree","no","yes","no","telephone","jun","thu",8,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no",10027
"38423",54,"unemployed","married","basic.9y","no","yes","no","cellular","oct","wed",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.735,5017.5,"yes",38423
"34041",34,"unemployed","single","high.school","no","yes","no","cellular","may","wed",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"yes",34041
"3774",40,"admin.","divorced","professional.course","no","no","no","telephone","may","fri",18,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",3774
"19019",52,"technician","divorced","university.degree","no","no","yes","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"yes",19019
"25982",57,"management","married","university.degree","no","yes","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes",25982
"14318",47,"retired","single","basic.6y","unknown","yes","yes","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",14318
"12664",51,"blue-collar","married","unknown","unknown","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no",12664
"37709",34,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",6,3,1,"success",-2.9,92.201,-31.4,0.851,5076.2,"yes",37709
"16589",36,"admin.","divorced","high.school","no","no","no","cellular","jul","wed",3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",16589
"38152",35,"admin.","married","university.degree","no","yes","no","telephone","sep","wed",1,999,0,"nonexistent",-3.4,92.379,-29.8,0.753,5017.5,"yes",38152
"18809",48,"technician","married","professional.course","unknown","no","yes","cellular","jul","thu",10,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no",18809
"35872",18,"student","single","high.school","no","no","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,1.259,5099.1,"yes",35872
"405",36,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",405
"40997",81,"retired","married","basic.4y","no","yes","no","cellular","oct","wed",1,999,2,"failure",-1.1,94.601,-49.5,1.016,4963.6,"yes",40997
"16939",59,"unknown","married","unknown","no","yes","no","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",16939
"20398",52,"admin.","married","university.degree","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no",20398
"40653",42,"admin.","single","high.school","no","no","no","cellular","sep","wed",1,14,1,"success",-1.1,94.199,-37.5,0.88,4963.6,"yes",40653
"21103",35,"admin.","single","university.degree","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes",21103
"31384",48,"blue-collar","married","basic.9y","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no",31384
"38209",34,"self-employed","married","university.degree","no","no","no","cellular","oct","wed",1,5,3,"failure",-3.4,92.431,-26.9,0.74,5017.5,"yes",38209
"40774",34,"technician","single","university.degree","no","no","yes","telephone","sep","fri",1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"yes",40774
"25417",37,"technician","married","professional.course","no","yes","no","telephone","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no",25417
"22084",30,"housemaid","married","university.degree","no","yes","no","cellular","aug","wed",7,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",22084
"37288",33,"admin.","married","high.school","no","yes","no","cellular","aug","mon",1,6,1,"success",-2.9,92.201,-31.4,0.884,5076.2,"yes",37288
"31154",43,"blue-collar","married","basic.4y","unknown","no","yes","cellular","may","wed",1,999,2,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no",31154
"36343",47,"management","married","basic.9y","no","yes","no","cellular","jun","tue",2,3,1,"success",-2.9,92.963,-40.8,1.262,5076.2,"no",36343
"31909",36,"services","married","high.school","no","no","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",31909
"28582",26,"admin.","single","high.school","no","no","no","cellular","apr","wed",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"yes",28582
"30338",41,"technician","divorced","professional.course","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",30338
"29829",31,"admin.","single","university.degree","no","yes","yes","cellular","apr","mon",5,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"yes",29829
"30937",38,"blue-collar","married","basic.6y","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"yes",30937
"40467",26,"student","single","high.school","no","yes","no","cellular","aug","wed",1,14,1,"success",-1.7,94.027,-38.3,0.903,4991.6,"yes",40467
"8841",38,"services","married","basic.4y","no","no","yes","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no",8841
"13486",40,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",13486
"25944",42,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no",25944
"40617",22,"admin.","single","university.degree","no","yes","no","cellular","sep","mon",2,999,3,"failure",-1.1,94.199,-37.5,0.882,4963.6,"yes",40617
"36342",31,"admin.","single","university.degree","no","yes","no","cellular","jun","tue",2,13,1,"success",-2.9,92.963,-40.8,1.262,5076.2,"yes",36342
"39980",27,"admin.","single","high.school","no","no","no","cellular","jun","tue",2,999,0,"nonexistent",-1.7,94.055,-39.8,0.761,4991.6,"yes",39980
"38359",70,"retired","married","basic.4y","no","yes","no","cellular","oct","mon",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.739,5017.5,"yes",38359
"1846",40,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",1846
"6762",42,"admin.","married","university.degree","unknown","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",6762
